sc_id,msnv_id,num_processed,num_triggered,total,processed/triggered,triggered/total,processed/total
71,9,1,1,2,1.0,0.5,0.5
71,20,1,1,2,1.0,0.5,0.5
71,27,2,2,3,1.0,0.6666666666666666,0.6666666666666666
71,28,3,3,4,1.0,0.75,0.75
71,60,1,1,2,1.0,0.5,0.5
71,62,1,1,2,1.0,0.5,0.5
71,72,1,1,2,1.0,0.5,0.5
73,3,4,5,6,0.8,0.8333333333333334,0.6666666666666666
73,5,0,3,4,0.0,0.75,0.0
73,9,1,1,2,1.0,0.5,0.5
73,20,0,1,2,0.0,0.5,0.0
73,27,1,2,3,0.5,0.6666666666666666,0.3333333333333333
73,28,1,2,4,0.5,0.5,0.25
73,72,0,1,2,0.0,0.5,0.0
75,3,4,5,6,0.8,0.8333333333333334,0.6666666666666666
75,5,2,3,4,0.6666666666666666,0.75,0.5
75,9,1,1,2,1.0,0.5,0.5
75,20,1,1,2,1.0,0.5,0.5
75,27,0,2,3,0.0,0.6666666666666666,0.0
75,28,3,3,4,1.0,0.75,0.75
75,60,1,1,2,1.0,0.5,0.5
75,62,1,1,2,1.0,0.5,0.5
75,66,1,1,2,1.0,0.5,0.5
75,72,1,1,2,1.0,0.5,0.5
77,3,5,5,6,1.0,0.8333333333333334,0.8333333333333334
77,5,3,3,4,1.0,0.75,0.75
77,9,1,1,2,1.0,0.5,0.5
77,20,1,1,2,1.0,0.5,0.5
77,27,2,2,3,1.0,0.6666666666666666,0.6666666666666666
77,28,3,3,4,1.0,0.75,0.75
77,60,1,1,2,1.0,0.5,0.5
77,62,1,1,2,1.0,0.5,0.5
77,66,1,1,2,1.0,0.5,0.5
77,72,1,1,2,1.0,0.5,0.5
78,3,5,5,6,1.0,0.8333333333333334,0.8333333333333334
78,5,2,3,4,0.6666666666666666,0.75,0.5
78,9,1,1,2,1.0,0.5,0.5
78,20,1,1,2,1.0,0.5,0.5
78,28,2,2,4,1.0,0.5,0.5
78,62,1,1,2,1.0,0.5,0.5
78,72,1,1,2,1.0,0.5,0.5
81,3,5,5,6,1.0,0.8333333333333334,0.8333333333333334
81,5,0,0,4,,0.0,0.0
81,9,1,1,2,1.0,0.5,0.5
81,20,1,1,2,1.0,0.5,0.5
81,27,2,2,3,1.0,0.6666666666666666,0.6666666666666666
81,28,3,3,4,1.0,0.75,0.75
81,60,0,0,2,,0.0,0.0
81,62,1,1,2,1.0,0.5,0.5
81,66,1,1,2,1.0,0.5,0.5
81,72,1,1,2,1.0,0.5,0.5
85,3,2,2,6,1.0,0.3333333333333333,0.3333333333333333
85,5,3,3,4,1.0,0.75,0.75
85,9,1,1,2,1.0,0.5,0.5
85,20,1,1,2,1.0,0.5,0.5
85,27,2,2,3,1.0,0.6666666666666666,0.6666666666666666
85,28,2,2,4,1.0,0.5,0.5
85,60,0,1,2,0.0,0.5,0.0
85,62,1,1,2,1.0,0.5,0.5
